NACA 4812
1.00000000	0.00000000
0.99010729	0.00576790
0.95902439	0.02142555
0.90749765	0.04226421
0.83618180	0.06116126
0.74979261	0.07210529
0.65372728	0.08083017
0.55066011	0.08728870
0.44515270	0.09035962
0.34194334	0.08912158
0.24572127	0.08302805
0.16087639	0.07210216
0.09124992	0.05703212
0.03992562	0.03905929
0.00909475	0.01964209
0.00000000	0.00000000
0.01275765	-0.01746727
0.04652892	-0.03063930
0.09973308	-0.03906323
0.16999301	-0.04242510
0.25427873	-0.04083004
0.34903967	-0.03493511
0.45031884	-0.02586453
0.55386835	-0.01495638
0.65528972	-0.00347422
0.75020739	0.00758272
0.83294881	0.01644524
0.90151935	0.01588439
0.95452107	0.00941354
0.98804031	0.00273176
1.00000000	0.00000000

