NACA 4814
1.00000000	0.00000000
0.99027133	0.00600843
0.95938179	0.02237793
0.90797211	0.04435659
0.83643838	0.06470947
0.74975969	0.07722622
0.65360327	0.08752132
0.55040549	0.09540406
0.44474269	0.09958484
0.34138014	0.09896885
0.24504210	0.09285985
0.16015285	0.08119355
0.09057666	0.06466052
0.03940155	0.04459232
0.00880404	0.02258804
0.00000000	0.00000000
0.01304836	-0.02041169
0.04705299	-0.03616955
0.10040635	-0.04668806
0.17071655	-0.05151265
0.25495790	-0.05065824
0.34960287	-0.04477939
0.45072885	-0.03508758
0.55412297	-0.02307040
0.65541372	-0.01016471
0.75024031	0.00246197
0.83269222	0.01289567
0.90104488	0.01378950
0.95416367	0.00845926
0.98787627	0.00249036
1.00000000	0.00000000

