NACA 4816
1.00000000	0.00000000
0.99043538	0.00624889
0.95973920	0.02333018
0.90844658	0.04644878
0.83669497	0.06825758
0.74972677	0.08234716
0.65347927	0.09421252
0.55015087	0.10351953
0.44433268	0.10881023
0.34081694	0.10881633
0.24436294	0.10269193
0.15942931	0.09028521
0.08990339	0.07228919
0.03887748	0.05012555
0.00851334	0.02553412
0.00000000	0.00000000
0.01333906	-0.02335599
0.04757706	-0.04169959
0.10107962	-0.05431263
0.17144009	-0.06059991
0.25563706	-0.06048618
0.35016607	-0.05462345
0.45113886	-0.04431047
0.55437759	-0.03118431
0.65553772	-0.01685516
0.75027323	-0.00265877
0.83243564	0.00934600
0.90057041	0.01169442
0.95380626	0.00750484
0.98771222	0.00224890
1.00000000	0.00000000

