NACA 4820
1.00000000	0.00000000
0.99077987	0.00675366
0.96048975	0.02532945
0.90944297	0.05084179
0.83723380	0.07570829
0.74965764	0.09310117
0.65321886	0.10826420
0.54961616	0.12056232
0.44347166	0.12818406
0.33963422	0.12949676
0.24293669	0.12334014
0.15790987	0.10937863
0.08848953	0.08831023
0.03777693	0.06174599
0.00790285	0.03172123
0.00000000	0.00000000
0.01394955	-0.02953865
0.04867761	-0.05331201
0.10249348	-0.07032337
0.17295952	-0.07968225
0.25706331	-0.08112400
0.35134879	-0.07529525
0.45199988	-0.06367802
0.55491230	-0.04822321
0.65579813	-0.03090494
0.75034236	-0.01341228
0.83189681	0.00189137
0.89957403	0.00729415
0.95305571	0.00550010
0.98736773	0.00174162
1.00000000	0.00000000

