NACA 4815
1.00000000	0.00000000
0.99031234	0.00606855
0.95947114	0.02261601
0.90809073	0.04487966
0.83650253	0.06559651
0.74975146	0.07850645
0.65357227	0.08919412
0.55034184	0.09743292
0.44464019	0.10189117
0.34123934	0.10143070
0.24487231	0.09531785
0.15997196	0.08346644
0.09040834	0.06656767
0.03927053	0.04597561
0.00873137	0.02332455
0.00000000	0.00000000
0.01312103	-0.02114777
0.04718401	-0.03755208
0.10057467	-0.04859423
0.17089743	-0.05378449
0.25512769	-0.05311525
0.34974367	-0.04724042
0.45083135	-0.03739332
0.55418663	-0.02509888
0.65544472	-0.01183733
0.75024854	0.00118178
0.83262808	0.01200827
0.90092626	0.01326574
0.95407431	0.00822067
0.98783526	0.00243000
1.00000000	0.00000000

