NACA 4822
1.00000000	0.00000000
0.99091931	0.00695789
0.96079355	0.02613850
0.90984626	0.05261968
0.83745190	0.07872393
0.74962966	0.09745400
0.65311346	0.11395185
0.54939974	0.12746072
0.44312315	0.13602605
0.33915550	0.13786768
0.24235940	0.13169808
0.15729486	0.11710727
0.08791725	0.09479527
0.03733147	0.06644976
0.00765575	0.03422569
0.00000000	0.00000000
0.01419665	-0.03204102
0.04912307	-0.05801202
0.10306575	-0.07680357
0.17357453	-0.08740570
0.25764060	-0.08947706
0.35182751	-0.08366213
0.45234839	-0.07151707
0.55512873	-0.05511978
0.65590353	-0.03659170
0.75037034	-0.01776488
0.83167871	-0.00112611
0.89917073	0.00551285
0.95275191	0.00468849
0.98722829	0.00153621
1.00000000	0.00000000

