NACA 4817
1.00000000	0.00000000
0.99047639	0.00630900
0.95982855	0.02356822
0.90856520	0.04697180
0.83675911	0.06914460
0.74971854	0.08362739
0.65344827	0.09588533
0.55008721	0.10554841
0.44423018	0.11111660
0.34067614	0.11127823
0.24419315	0.10514999
0.15924842	0.09255817
0.08973507	0.07419639
0.03874646	0.05150889
0.00844066	0.02627065
0.00000000	0.00000000
0.01341174	-0.02409205
0.04770808	-0.04308207
0.10124793	-0.05621873
0.17162097	-0.06287169
0.25580685	-0.06294313
0.35030687	-0.05708443
0.45124136	-0.04661617
0.55444125	-0.03321277
0.65556872	-0.01852777
0.75028146	-0.00393896
0.83237149	0.00845857
0.90045179	0.01117062
0.95371691	0.00726621
0.98767121	0.00218852
1.00000000	0.00000000

