NACA 4816
1.00000000	0.00000000
0.99040257	0.00620080
0.95966772	0.02313974
0.90835169	0.04603036
0.83664365	0.06754797
0.74973335	0.08132297
0.65350407	0.09287428
0.55020179	0.10189642
0.44441468	0.10696514
0.34092958	0.10684682
0.24449877	0.10072549
0.15957401	0.08846686
0.09003804	0.07076343
0.03898230	0.04901888
0.00857148	0.02494489
0.00000000	0.00000000
0.01328092	-0.02276714
0.04747225	-0.04059360
0.10094496	-0.05278774
0.17129538	-0.05878248
0.25550123	-0.05852061
0.35005343	-0.05265465
0.45105686	-0.04246591
0.55432667	-0.02956154
0.65551292	-0.01551708
0.75026665	-0.00163463
0.83248696	0.01005594
0.90066531	0.01211345
0.95387774	0.00769574
0.98774503	0.00229720
1.00000000	0.00000000

