NACA 4813
1.00000000	0.00000000
0.99018931	0.00588817
0.95920309	0.02190176
0.90773488	0.04331042
0.83631009	0.06293538
0.74977615	0.07466575
0.65366528	0.08417574
0.55053280	0.09134637
0.44494769	0.09497221
0.34166174	0.09404519
0.24538168	0.08794392
0.16051462	0.07664782
0.09091329	0.06084629
0.03966359	0.04182578
0.00894940	0.02111505
0.00000000	0.00000000
0.01290300	-0.01893949
0.04679095	-0.03340445
0.10006972	-0.04287568
0.17035478	-0.04696891
0.25461832	-0.04574417
0.34932127	-0.03985728
0.45052384	-0.03047608
0.55399566	-0.01901340
0.65535172	-0.00681947
0.75022385	0.00502234
0.83282052	0.01467047
0.90128211	0.01483697
0.95434237	0.00893642
0.98795829	0.00261107
1.00000000	0.00000000

